7.783975300000000000e+07 4.339281400000000000e+07 9.867738200000000000e+07 4.483993200000000000e+07 9.504098000000000000e+06 3.039247000000000000e+07 3.378538200000000000e+07 4.644376500000000000e+07 4.666135000000000000e+07 1.761198400000000000e+07 1.691307400000000000e+07 9.561873000000000000e+06 9.704887700000000000e+07 9.217157300000000000e+07 2.942219100000000000e+07 4.359622000000000000e+06 9.318999000000000000e+06 4.792990400000000000e+07 8.726978400000000000e+07 1.389854900000000000e+07
2.277234500000000000e+07 1.968541000000000000e+06 5.631711900000000000e+07 8.120094400000000000e+07 8.190680800000000000e+07 1.989386400000000000e+07 2.577010000000000000e+06 7.936761900000000000e+07 8.064828600000000000e+07 5.816555500000000000e+07 9.162000800000000000e+07 8.038640500000000000e+07 7.642515600000000000e+07 3.790787900000000000e+07 9.552076900000000000e+07 9.586266500000000000e+07 3.137282600000000000e+07 7.846915500000000000e+07 1.284748400000000000e+07 3.994894100000000000e+07
4.272868400000000000e+07 6.465546200000000000e+07 9.960769600000000000e+07 2.478281800000000000e+07 3.000632500000000000e+07 5.143060000000000000e+07 3.886509300000000000e+07 6.899944300000000000e+07 9.456294800000000000e+07 4.653190400000000000e+07 6.058485600000000000e+07 4.584278600000000000e+07 8.304992900000000000e+07 7.755571500000000000e+07 4.871130000000000000e+07 7.375497000000000000e+07 2.467089200000000000e+07 7.603672800000000000e+07 9.792109600000000000e+07 1.018578300000000000e+07
5.251245500000000000e+07 8.918049900000000000e+07 3.338077200000000000e+07 3.386464400000000000e+07 6.120016800000000000e+07 9.531554200000000000e+07 9.229672000000000000e+06 9.471433300000000000e+07 8.862265700000000000e+07 3.307647700000000000e+07 3.467893700000000000e+07 6.558852600000000000e+07 8.316644300000000000e+07 3.036928600000000000e+07 5.511707100000000000e+07 4.234241600000000000e+07 3.453850000000000000e+06 6.820146100000000000e+07 9.788072500000000000e+07 6.900399400000000000e+07
3.648840500000000000e+07 5.602435400000000000e+07 4.313338500000000000e+07 7.421922900000000000e+07 2.211912600000000000e+07 9.545726500000000000e+07 2.981529200000000000e+07 1.526084500000000000e+07 3.505548500000000000e+07 5.597191600000000000e+07 9.104299500000000000e+07 9.303214300000000000e+07 7.664652400000000000e+07 9.093169300000000000e+07 4.575765000000000000e+07 8.926473600000000000e+07 7.081565900000000000e+07 1.444850000000000000e+06 2.157507100000000000e+07 7.417702400000000000e+07
6.551220200000000000e+07 9.056973700000000000e+07 9.937265600000000000e+07 2.206874800000000000e+07 9.408528700000000000e+07 3.910424800000000000e+07 1.426360400000000000e+07 5.951456500000000000e+07 2.190691000000000000e+06 5.386792000000000000e+07 3.353069400000000000e+07 6.588030800000000000e+07 6.998769100000000000e+07 8.901630000000000000e+06 5.043747800000000000e+07 9.500973000000000000e+06 9.956038400000000000e+07 1.755252800000000000e+07 2.001522500000000000e+07 5.923476700000000000e+07
3.922764800000000000e+07 6.102737700000000000e+07 9.536776400000000000e+07 9.613822700000000000e+07 7.887035100000000000e+07 1.713830000000000000e+07 8.889063200000000000e+07 5.244491000000000000e+06 4.848200400000000000e+07 4.923820000000000000e+05 6.569504600000000000e+07 9.365604100000000000e+07 8.471031400000000000e+07 5.397966100000000000e+07 7.909091100000000000e+07 1.746772200000000000e+07 1.027269000000000000e+07 5.353099100000000000e+07 8.067598300000000000e+07 5.949537500000000000e+07
7.202676100000000000e+07 3.953889000000000000e+07 6.105954500000000000e+07 4.318847000000000000e+07 6.410465300000000000e+07 7.367016800000000000e+07 6.393505400000000000e+07 7.196601600000000000e+07 3.586539400000000000e+07 4.384438100000000000e+07 6.180713900000000000e+07 7.594663000000000000e+07 9.396700000000000000e+06 7.022750400000000000e+07 9.109932600000000000e+07 5.596765000000000000e+07 2.135396600000000000e+07 3.879686100000000000e+07 8.586008000000000000e+07 8.203189200000000000e+07
1.810665900000000000e+07 7.521887600000000000e+07 6.564822600000000000e+07 7.317478600000000000e+07 8.942690000000000000e+06 2.247764900000000000e+07 7.940533800000000000e+07 4.349590200000000000e+07 5.027199400000000000e+07 3.661720400000000000e+07 9.269185600000000000e+07 3.869689500000000000e+07 7.509752000000000000e+07 1.696446600000000000e+07 6.901399000000000000e+07 8.589611200000000000e+07 8.034687900000000000e+07 7.179889200000000000e+07 5.740430300000000000e+07 8.842243000000000000e+06
9.010869400000000000e+07 8.778310000000000000e+05 8.504894800000000000e+07 6.188575700000000000e+07 3.313156500000000000e+07 4.074061800000000000e+07 7.481188000000000000e+06 1.417861500000000000e+07 8.625516800000000000e+07 7.390983300000000000e+07 9.105778600000000000e+07 7.067946400000000000e+07 4.259548000000000000e+07 2.733955200000000000e+07 9.211106000000000000e+06 5.394521800000000000e+07 5.305978100000000000e+07 9.973802400000000000e+07 3.834372200000000000e+07 7.516811500000000000e+07
