4.698268300000000000e+07 8.226993600000000000e+07 4.364538700000000000e+07 9.970422000000000000e+06 9.863311800000000000e+07 8.666375700000000000e+07 2.022405100000000000e+07 2.064179000000000000e+06 3.913743800000000000e+07 8.512081600000000000e+07 1.728659100000000000e+07 8.453190700000000000e+07 6.913797400000000000e+07 2.482629000000000000e+06 9.048671600000000000e+07 4.191010900000000000e+07 6.017163300000000000e+07 8.193246000000000000e+06 6.758130200000000000e+07 9.474478100000000000e+07
8.578768800000000000e+07 2.121438500000000000e+07 5.130191000000000000e+06 5.277675600000000000e+07 9.975345500000000000e+07 3.062965000000000000e+06 6.189868300000000000e+07 4.102190200000000000e+07 9.718530000000000000e+06 2.897415100000000000e+07 5.172997000000000000e+06 1.108035300000000000e+07 8.905690000000000000e+07 5.306770900000000000e+07 1.683280700000000000e+07 8.336200800000000000e+07 3.137701000000000000e+07 1.864246100000000000e+07 3.732066000000000000e+07 6.839912500000000000e+07
2.994753100000000000e+07 1.755041900000000000e+07 1.948722600000000000e+07 2.494436600000000000e+07 3.640211800000000000e+07 2.985322000000000000e+06 6.106903000000000000e+06 7.705651800000000000e+07 8.434586600000000000e+07 4.044672500000000000e+07 5.413248300000000000e+07 3.769359100000000000e+07 5.351848600000000000e+07 4.228759500000000000e+07 9.907826800000000000e+07 4.596674500000000000e+07 6.146002300000000000e+07 7.887833600000000000e+07 7.533179500000000000e+07 9.219381800000000000e+07
8.758438900000000000e+07 8.289832100000000000e+07 7.211536800000000000e+07 8.880104900000000000e+07 2.438846900000000000e+07 1.679731700000000000e+07 3.832704300000000000e+07 5.892146000000000000e+06 9.806315000000000000e+06 5.437565900000000000e+07 1.077285800000000000e+07 1.862152100000000000e+07 5.829505800000000000e+07 1.627285900000000000e+07 3.271526600000000000e+07 6.479997000000000000e+07 6.387241000000000000e+06 9.542738900000000000e+07 1.653525000000000000e+07 7.865886800000000000e+07
7.549058700000000000e+07 5.643327300000000000e+07 1.608235500000000000e+07 4.010550800000000000e+07 5.033355900000000000e+07 9.381578300000000000e+07 9.018446200000000000e+07 7.366869600000000000e+07 1.267522400000000000e+07 3.478453800000000000e+07 5.337284600000000000e+07 6.789908400000000000e+07 5.233803900000000000e+07 6.291712500000000000e+07 8.053839600000000000e+07 1.046516400000000000e+07 9.476728000000000000e+07 1.953344400000000000e+07 8.870347800000000000e+07 1.620726900000000000e+07
3.055336000000000000e+06 3.830238200000000000e+07 6.549489000000000000e+07 2.882498700000000000e+07 3.870674100000000000e+07 8.801430200000000000e+07 3.380910000000000000e+07 6.993279800000000000e+07 8.499189000000000000e+07 1.655137300000000000e+07 7.709150600000000000e+07 9.807811100000000000e+07 5.775396600000000000e+07 2.513862800000000000e+07 1.277339700000000000e+07 2.092308000000000000e+07 7.250250700000000000e+07 2.953989000000000000e+06 8.218344700000000000e+07 9.599888300000000000e+07
4.481628200000000000e+07 2.064448200000000000e+07 5.361968400000000000e+07 2.415821400000000000e+07 8.173402200000000000e+07 3.833001900000000000e+07 9.037987000000000000e+07 4.801606800000000000e+07 4.122952000000000000e+06 1.148153300000000000e+07 5.076298000000000000e+07 9.447617600000000000e+07 8.787994800000000000e+07 3.632978800000000000e+07 2.057195300000000000e+07 8.723036000000000000e+07 3.014126800000000000e+07 7.118924800000000000e+07 7.240908200000000000e+07 7.321704200000000000e+07
9.560285100000000000e+07 1.530265900000000000e+07 8.239477100000000000e+07 6.817666500000000000e+07 5.845061000000000000e+06 4.736245000000000000e+06 7.774930000000000000e+05 4.139119600000000000e+07 4.618583400000000000e+07 2.971768200000000000e+07 5.416073500000000000e+07 3.597494000000000000e+07 9.161777000000000000e+06 2.765718600000000000e+07 9.086067600000000000e+07 1.797200000000000000e+06 9.772336500000000000e+07 6.477757000000000000e+06 7.208382000000000000e+07 1.418378200000000000e+07
2.091747500000000000e+07 4.366076900000000000e+07 4.055766100000000000e+07 1.765194700000000000e+07 7.099180200000000000e+07 4.807594900000000000e+07 9.532249100000000000e+07 7.076935000000000000e+07 1.729322800000000000e+07 5.743258100000000000e+07 3.663098500000000000e+07 9.857810000000000000e+07 9.546833400000000000e+07 8.821193500000000000e+07 9.782093600000000000e+07 6.104119700000000000e+07 3.093534600000000000e+07 2.296232000000000000e+06 3.918460200000000000e+07 5.185988900000000000e+07
3.777053700000000000e+07 7.067204900000000000e+07 7.134228600000000000e+07 9.129273000000000000e+06 3.098828200000000000e+07 4.652164800000000000e+07 4.388642000000000000e+07 9.193469000000000000e+07 6.563446100000000000e+07 9.207160000000000000e+05 9.354441100000000000e+07 3.194663800000000000e+07 7.340095500000000000e+07 6.994009800000000000e+07 5.960486000000000000e+07 4.464392200000000000e+07 8.194844000000000000e+07 5.847149700000000000e+07 1.899458100000000000e+07 6.155810800000000000e+07
7.634524600000000000e+07 4.167332000000000000e+07 1.733785800000000000e+07 7.722541700000000000e+07 2.357105800000000000e+07 6.102740000000000000e+06 4.901990100000000000e+07 7.463421000000000000e+07 8.256182900000000000e+07 8.882988000000000000e+06 9.503975400000000000e+07 9.833601400000000000e+07 6.317017500000000000e+07 9.873676400000000000e+07 2.748096900000000000e+07 1.186750000000000000e+06 1.958091600000000000e+07 2.705288000000000000e+07 6.597479200000000000e+07 3.025652600000000000e+07
3.629550000000000000e+05 7.251263800000000000e+07 9.714545900000000000e+07 5.991829800000000000e+07 6.441320000000000000e+07 6.246680000000000000e+05 8.251888100000000000e+07 5.250701300000000000e+07 4.456584000000000000e+07 4.740854300000000000e+07 7.211278500000000000e+07 6.772521000000000000e+06 7.051937400000000000e+07 1.619978400000000000e+07 1.336620000000000000e+07 5.362771200000000000e+07 5.666119400000000000e+07 3.913851200000000000e+07 4.934724900000000000e+07 3.630097700000000000e+07
6.197853100000000000e+07 1.311844500000000000e+07 9.324332500000000000e+07 5.842685300000000000e+07 5.051564500000000000e+07 5.040271000000000000e+07 9.319896500000000000e+07 8.570612900000000000e+07 4.466246000000000000e+07 4.433746000000000000e+07 9.733024100000000000e+07 6.434378000000000000e+07 1.789104700000000000e+07 3.335130500000000000e+07 3.888609000000000000e+06 6.081500800000000000e+07 3.543627700000000000e+07 1.846256000000000000e+07 6.612465800000000000e+07 2.516656000000000000e+07
5.968243600000000000e+07 7.699672500000000000e+07 4.075710000000000000e+05 5.590507800000000000e+07 4.333836400000000000e+07 6.165142100000000000e+07 8.900774300000000000e+07 4.121806700000000000e+07 4.026080000000000000e+07 7.833318300000000000e+07 1.639316300000000000e+07 8.207604600000000000e+07 7.379395900000000000e+07 5.036721200000000000e+07 8.902739100000000000e+07 6.297913300000000000e+07 6.517065500000000000e+07 6.723454200000000000e+07 5.092964300000000000e+07 4.201050900000000000e+07
